"Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","AvgSpeed","PmlHGV","Class1Volume","Class2Volume","Class3Volume","Class4Volume","Class5Volume","Class6Volume"
2019-05-01 00:20:00,="000000001157",4,"WB_NS",1,"West",0,0,"",19306,0,0,0,0,0,0,0
2019-05-01 00:25:00,="000000001157",1,"EB_NS",2,"East",5,0,"",18722,0,0,5,0,0,0,0
2019-05-01 00:25:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18722,0,0,0,0,0,0,0
2019-05-01 00:25:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18722,0,0,0,0,0,0,0
2019-05-01 00:25:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18722,0,0,0,0,0,0,0
2019-05-01 00:30:00,="000000001157",1,"EB_NS",2,"East",6,0,"",16111,0,0,6,0,0,0,0
2019-05-01 00:30:00,="000000001157",2,"EB_OS",2,"East",0,0,"",16111,0,0,0,0,0,0,0
2019-05-01 00:30:00,="000000001157",3,"WB_OS",1,"West",0,0,"",16111,0,0,0,0,0,0,0
2019-05-01 00:30:00,="000000001157",4,"WB_NS",1,"West",0,0,"",16111,0,0,0,0,0,0,0
2019-05-01 00:35:00,="000000001157",1,"EB_NS",2,"East",1,0,"",21944,0,0,1,0,0,0,0
2019-05-01 00:35:00,="000000001157",2,"EB_OS",2,"East",0,0,"",21944,0,0,0,0,0,0,0
2019-05-01 00:35:00,="000000001157",3,"WB_OS",1,"West",0,0,"",21944,0,0,0,0,0,0,0
2019-05-01 00:35:00,="000000001157",4,"WB_NS",1,"West",0,0,"",21944,0,0,0,0,0,0,0
2019-05-01 00:40:00,="000000001157",1,"EB_NS",2,"East",1,0,"",16389,0,0,1,0,0,0,0
2019-05-01 00:40:00,="000000001157",2,"EB_OS",2,"East",0,0,"",16389,0,0,0,0,0,0,0
2019-05-01 00:40:00,="000000001157",3,"WB_OS",1,"West",0,0,"",16389,0,0,0,0,0,0,0
2019-05-01 00:40:00,="000000001157",4,"WB_NS",1,"West",0,0,"",16389,0,0,0,0,0,0,0
2019-05-01 00:45:00,="000000001157",1,"EB_NS",2,"East",3,0,"",17500,333,0,2,0,1,0,0
2019-05-01 00:45:00,="000000001157",2,"EB_OS",2,"East",0,0,"",17500,0,0,0,0,0,0,0
2019-05-01 00:45:00,="000000001157",3,"WB_OS",1,"West",0,0,"",17500,0,0,0,0,0,0,0
2019-05-01 00:45:00,="000000001157",4,"WB_NS",1,"West",0,0,"",17500,0,0,0,0,0,0,0
2019-05-01 00:50:00,="000000001157",1,"EB_NS",2,"East",2,0,"",15834,0,0,2,0,0,0,0
2019-05-01 00:50:00,="000000001157",2,"EB_OS",2,"East",0,0,"",15834,0,0,0,0,0,0,0
2019-05-01 00:50:00,="000000001157",3,"WB_OS",1,"West",0,0,"",15834,0,0,0,0,0,0,0
2019-05-01 00:50:00,="000000001157",4,"WB_NS",1,"West",0,0,"",15834,0,0,0,0,0,0,0
2019-05-01 00:55:00,="000000001157",1,"EB_NS",2,"East",4,0,"",18056,0,0,4,0,0,0,0
2019-05-01 00:55:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18056,0,0,0,0,0,0,0
2019-05-01 00:55:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18056,0,0,0,0,0,0,0
2019-05-01 00:55:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18056,0,0,0,0,0,0,0
2019-05-01 01:00:00,="000000001157",1,"EB_NS",2,"East",1,0,"",21389,0,0,1,0,0,0,0
2019-05-01 01:00:00,="000000001157",2,"EB_OS",2,"East",0,0,"",21389,0,0,0,0,0,0,0
2019-05-01 01:00:00,="000000001157",3,"WB_OS",1,"West",0,0,"",21389,0,0,0,0,0,0,0
2019-05-01 01:00:00,="000000001157",4,"WB_NS",1,"West",0,0,"",21389,0,0,0,0,0,0,0
2019-05-01 01:05:00,="000000001157",1,"EB_NS",2,"East",3,0,"",18333,0,0,3,0,0,0,0
2019-05-01 01:05:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18333,0,0,0,0,0,0,0
2019-05-01 01:05:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18333,0,0,0,0,0,0,0
2019-05-01 01:05:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18333,0,0,0,0,0,0,0
2019-05-01 01:10:00,="000000001157",1,"EB_NS",2,"East",3,0,"",17963,333,0,2,0,1,0,0
2019-05-01 01:10:00,="000000001157",2,"EB_OS",2,"East",0,0,"",17963,0,0,0,0,0,0,0
2019-05-01 01:10:00,="000000001157",3,"WB_OS",1,"West",0,0,"",17963,0,0,0,0,0,0,0
2019-05-01 01:10:00,="000000001157",4,"WB_NS",1,"West",0,0,"",17963,0,0,0,0,0,0,0
2019-05-01 01:15:00,="000000001157",1,"EB_NS",2,"East",2,0,"",17778,500,0,1,0,1,0,0
2019-05-01 01:15:00,="000000001157",2,"EB_OS",2,"East",0,0,"",17778,0,0,0,0,0,0,0
2019-05-01 01:15:00,="000000001157",3,"WB_OS",1,"West",0,0,"",17778,0,0,0,0,0,0,0
2019-05-01 01:15:00,="000000001157",4,"WB_NS",1,"West",0,0,"",17778,0,0,0,0,0,0,0
2019-05-01 01:20:00,="000000001157",1,"EB_NS",2,"East",0,0,"",17778,0,0,0,0,0,0,0
2019-05-01 01:20:00,="000000001157",2,"EB_OS",2,"East",0,0,"",17778,0,0,0,0,0,0,0
2019-05-01 01:20:00,="000000001157",3,"WB_OS",1,"West",0,0,"",17778,0,0,0,0,0,0,0
2019-05-01 01:20:00,="000000001157",4,"WB_NS",1,"West",0,0,"",17778,0,0,0,0,0,0,0
2019-05-01 01:25:00,="000000001157",1,"EB_NS",2,"East",2,0,"",18334,0,0,2,0,0,0,0
2019-05-01 01:25:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18334,0,0,0,0,0,0,0
2019-05-01 01:25:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18334,0,0,0,0,0,0,0
2019-05-01 01:25:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18334,0,0,0,0,0,0,0
2019-05-01 01:30:00,="000000001157",1,"EB_NS",2,"East",2,0,"",21250,0,0,2,0,0,0,0
2019-05-01 01:30:00,="000000001157",2,"EB_OS",2,"East",0,0,"",21250,0,0,0,0,0,0,0
2019-05-01 01:30:00,="000000001157",3,"WB_OS",1,"West",0,0,"",21250,0,0,0,0,0,0,0
2019-05-01 01:30:00,="000000001157",4,"WB_NS",1,"West",0,0,"",21250,0,0,0,0,0,0,0
2019-05-01 01:35:00,="000000001157",1,"EB_NS",2,"East",1,0,"",14722,1000,0,0,0,1,0,0
2019-05-01 01:35:00,="000000001157",2,"EB_OS",2,"East",0,0,"",14722,0,0,0,0,0,0,0
2019-05-01 01:35:00,="000000001157",3,"WB_OS",1,"West",0,0,"",14722,0,0,0,0,0,0,0
2019-05-01 01:35:00,="000000001157",4,"WB_NS",1,"West",0,0,"",14722,0,0,0,0,0,0,0
2019-05-01 01:40:00,="000000001157",1,"EB_NS",2,"East",1,0,"",16944,0,0,1,0,0,0,0
2019-05-01 01:40:00,="000000001157",2,"EB_OS",2,"East",0,0,"",16944,0,0,0,0,0,0,0
2019-05-01 01:40:00,="000000001157",3,"WB_OS",1,"West",0,0,"",16944,0,0,0,0,0,0,0
2019-05-01 01:40:00,="000000001157",4,"WB_NS",1,"West",0,0,"",16944,0,0,0,0,0,0,0
2019-05-01 01:45:00,="000000001157",1,"EB_NS",2,"East",3,0,"",18241,333,0,2,0,1,0,0
2019-05-01 01:45:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18241,0,0,0,0,0,0,0
2019-05-01 01:45:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18241,0,0,0,0,0,0,0
2019-05-01 01:45:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18241,0,0,0,0,0,0,0
2019-05-01 01:50:00,="000000001157",1,"EB_NS",2,"East",1,0,"",18611,0,0,1,0,0,0,0
2019-05-01 01:50:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 01:50:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 01:50:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 01:55:00,="000000001157",1,"EB_NS",2,"East",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 01:55:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 01:55:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 01:55:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 02:00:00,="000000001157",1,"EB_NS",2,"East",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 02:00:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 02:00:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 02:00:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 02:05:00,="000000001157",1,"EB_NS",2,"East",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 02:05:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 02:05:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 02:05:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18611,0,0,0,0,0,0,0
2019-05-01 02:10:00,="000000001157",1,"EB_NS",2,"East",1,0,"",16667,0,0,1,0,0,0,0
2019-05-01 02:10:00,="000000001157",2,"EB_OS",2,"East",0,0,"",16667,0,0,0,0,0,0,0
2019-05-01 02:10:00,="000000001157",3,"WB_OS",1,"West",0,0,"",16667,0,0,0,0,0,0,0
2019-05-01 02:10:00,="000000001157",4,"WB_NS",1,"West",0,0,"",16667,0,0,0,0,0,0,0
2019-05-01 02:15:00,="000000001157",1,"EB_NS",2,"East",0,0,"",16667,0,0,0,0,0,0,0
2019-05-01 02:15:00,="000000001157",2,"EB_OS",2,"East",0,0,"",16667,0,0,0,0,0,0,0
2019-05-01 02:15:00,="000000001157",3,"WB_OS",1,"West",0,0,"",16667,0,0,0,0,0,0,0
2019-05-01 02:15:00,="000000001157",4,"WB_NS",1,"West",0,0,"",16667,0,0,0,0,0,0,0
2019-05-01 02:20:00,="000000001157",1,"EB_NS",2,"East",3,0,"",18889,0,0,3,0,0,0,0
2019-05-01 02:20:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18889,0,0,0,0,0,0,0
2019-05-01 02:20:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18889,0,0,0,0,0,0,0
2019-05-01 02:20:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18889,0,0,0,0,0,0,0
2019-05-01 02:25:00,="000000001157",1,"EB_NS",2,"East",2,0,"",19306,0,0,2,0,0,0,0
2019-05-01 02:25:00,="000000001157",2,"EB_OS",2,"East",0,0,"",19306,0,0,0,0,0,0,0
2019-05-01 02:25:00,="000000001157",3,"WB_OS",1,"West",0,0,"",19306,0,0,0,0,0,0,0
2019-05-01 02:25:00,="000000001157",4,"WB_NS",1,"West",0,0,"",19306,0,0,0,0,0,0,0
2019-05-01 02:30:00,="000000001157",1,"EB_NS",2,"East",1,0,"",22778,0,0,1,0,0,0,0
2019-05-01 02:30:00,="000000001157",2,"EB_OS",2,"East",0,0,"",22778,0,0,0,0,0,0,0
2019-05-01 02:30:00,="000000001157",3,"WB_OS",1,"West",0,0,"",22778,0,0,0,0,0,0,0
2019-05-01 02:30:00,="000000001157",4,"WB_NS",1,"West",0,0,"",22778,0,0,0,0,0,0,0
2019-05-01 02:35:00,="000000001157",1,"EB_NS",2,"East",2,0,"",23472,500,0,1,0,1,0,0
2019-05-01 02:35:00,="000000001157",2,"EB_OS",2,"East",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:35:00,="000000001157",3,"WB_OS",1,"West",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:35:00,="000000001157",4,"WB_NS",1,"West",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:40:00,="000000001157",1,"EB_NS",2,"East",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:40:00,="000000001157",2,"EB_OS",2,"East",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:40:00,="000000001157",3,"WB_OS",1,"West",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:40:00,="000000001157",4,"WB_NS",1,"West",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:45:00,="000000001157",1,"EB_NS",2,"East",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:45:00,="000000001157",2,"EB_OS",2,"East",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:45:00,="000000001157",3,"WB_OS",1,"West",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:45:00,="000000001157",4,"WB_NS",1,"West",0,0,"",23472,0,0,0,0,0,0,0
2019-05-01 02:50:00,="000000001157",1,"EB_NS",2,"East",1,0,"",18333,0,0,1,0,0,0,0
2019-05-01 02:50:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18333,0,0,0,0,0,0,0
2019-05-01 02:50:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18333,0,0,0,0,0,0,0
2019-05-01 02:50:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18333,0,0,0,0,0,0,0
2019-05-01 02:55:00,="000000001157",1,"EB_NS",2,"East",2,0,"",23194,500,0,1,0,1,0,0
2019-05-01 02:55:00,="000000001157",2,"EB_OS",2,"East",0,0,"",23194,0,0,0,0,0,0,0
2019-05-01 02:55:00,="000000001157",3,"WB_OS",1,"West",0,0,"",23194,0,0,0,0,0,0,0
2019-05-01 02:55:00,="000000001157",4,"WB_NS",1,"West",0,0,"",23194,0,0,0,0,0,0,0
2019-05-01 03:00:00,="000000001157",1,"EB_NS",2,"East",2,0,"",34584,0,0,2,0,0,0,0
2019-05-01 03:00:00,="000000001157",2,"EB_OS",2,"East",0,0,"",34584,0,0,0,0,0,0,0
2019-05-01 03:00:00,="000000001157",3,"WB_OS",1,"West",0,0,"",34584,0,0,0,0,0,0,0
2019-05-01 03:00:00,="000000001157",4,"WB_NS",1,"West",0,0,"",34584,0,0,0,0,0,0,0
2019-05-01 03:05:00,="000000001157",1,"EB_NS",2,"East",3,0,"",19629,667,0,1,0,2,0,0
2019-05-01 03:05:00,="000000001157",2,"EB_OS",2,"East",0,0,"",19629,0,0,0,0,0,0,0
2019-05-01 03:05:00,="000000001157",3,"WB_OS",1,"West",0,0,"",19629,0,0,0,0,0,0,0
2019-05-01 03:05:00,="000000001157",4,"WB_NS",1,"West",0,0,"",19629,0,0,0,0,0,0,0
2019-05-01 03:10:00,="000000001157",1,"EB_NS",2,"East",3,0,"",16482,0,0,3,0,0,0,0
2019-05-01 03:10:00,="000000001157",2,"EB_OS",2,"East",0,0,"",16482,0,0,0,0,0,0,0
2019-05-01 03:10:00,="000000001157",3,"WB_OS",1,"West",0,0,"",16482,0,0,0,0,0,0,0
2019-05-01 03:10:00,="000000001157",4,"WB_NS",1,"West",0,0,"",16482,0,0,0,0,0,0,0
2019-05-01 03:15:00,="000000001157",1,"EB_NS",2,"East",3,0,"",19537,0,0,3,0,0,0,0
2019-05-01 03:15:00,="000000001157",2,"EB_OS",2,"East",0,0,"",19537,0,0,0,0,0,0,0
2019-05-01 03:15:00,="000000001157",3,"WB_OS",1,"West",0,0,"",19537,0,0,0,0,0,0,0
2019-05-01 03:15:00,="000000001157",4,"WB_NS",1,"West",0,0,"",19537,0,0,0,0,0,0,0
2019-05-01 03:20:00,="000000001157",1,"EB_NS",2,"East",1,0,"",15000,0,0,1,0,0,0,0
2019-05-01 03:20:00,="000000001157",2,"EB_OS",2,"East",0,0,"",15000,0,0,0,0,0,0,0
2019-05-01 03:20:00,="000000001157",3,"WB_OS",1,"West",0,0,"",15000,0,0,0,0,0,0,0
2019-05-01 03:20:00,="000000001157",4,"WB_NS",1,"West",0,0,"",15000,0,0,0,0,0,0,0
2019-05-01 03:25:00,="000000001157",1,"EB_NS",2,"East",0,0,"",15000,0,0,0,0,0,0,0
2019-05-01 03:25:00,="000000001157",2,"EB_OS",2,"East",0,0,"",15000,0,0,0,0,0,0,0
2019-05-01 03:25:00,="000000001157",3,"WB_OS",1,"West",0,0,"",15000,0,0,0,0,0,0,0
2019-05-01 03:25:00,="000000001157",4,"WB_NS",1,"West",0,0,"",15000,0,0,0,0,0,0,0
2019-05-01 03:30:00,="000000001157",1,"EB_NS",2,"East",1,0,"",18333,0,0,1,0,0,0,0
2019-05-01 03:30:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18333,0,0,0,0,0,0,0
2019-05-01 03:30:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18333,0,0,0,0,0,0,0
2019-05-01 03:30:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18333,0,0,0,0,0,0,0
2019-05-01 03:35:00,="000000001157",1,"EB_NS",2,"East",1,0,"",14722,0,0,1,0,0,0,0
2019-05-01 03:35:00,="000000001157",2,"EB_OS",2,"East",0,0,"",14722,0,0,0,0,0,0,0
2019-05-01 03:35:00,="000000001157",3,"WB_OS",1,"West",0,0,"",14722,0,0,0,0,0,0,0
2019-05-01 03:35:00,="000000001157",4,"WB_NS",1,"West",0,0,"",14722,0,0,0,0,0,0,0
2019-05-01 03:40:00,="000000001157",1,"EB_NS",2,"East",2,0,"",16528,0,0,2,0,0,0,0
2019-05-01 03:40:00,="000000001157",2,"EB_OS",2,"East",0,0,"",16528,0,0,0,0,0,0,0
2019-05-01 03:40:00,="000000001157",3,"WB_OS",1,"West",0,0,"",16528,0,0,0,0,0,0,0
2019-05-01 03:40:00,="000000001157",4,"WB_NS",1,"West",0,0,"",16528,0,0,0,0,0,0,0
2019-05-01 03:45:00,="000000001157",1,"EB_NS",2,"East",3,0,"",25000,333,0,2,0,0,1,0
2019-05-01 03:45:00,="000000001157",2,"EB_OS",2,"East",0,0,"",25000,0,0,0,0,0,0,0
2019-05-01 03:45:00,="000000001157",3,"WB_OS",1,"West",0,0,"",25000,0,0,0,0,0,0,0
2019-05-01 03:45:00,="000000001157",4,"WB_NS",1,"West",0,0,"",25000,0,0,0,0,0,0,0
2019-05-01 03:50:00,="000000001157",1,"EB_NS",2,"East",2,0,"",27917,1000,0,0,0,1,1,0
2019-05-01 03:50:00,="000000001157",2,"EB_OS",2,"East",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 03:50:00,="000000001157",3,"WB_OS",1,"West",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 03:50:00,="000000001157",4,"WB_NS",1,"West",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 03:55:00,="000000001157",1,"EB_NS",2,"East",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 03:55:00,="000000001157",2,"EB_OS",2,"East",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 03:55:00,="000000001157",3,"WB_OS",1,"West",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 03:55:00,="000000001157",4,"WB_NS",1,"West",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 04:00:00,="000000001157",1,"EB_NS",2,"East",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 04:00:00,="000000001157",2,"EB_OS",2,"East",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 04:00:00,="000000001157",3,"WB_OS",1,"West",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 04:00:00,="000000001157",4,"WB_NS",1,"West",0,0,"",27917,0,0,0,0,0,0,0
2019-05-01 04:05:00,="000000001157",1,"EB_NS",2,"East",3,0,"",21111,667,0,1,0,1,1,0
2019-05-01 04:05:00,="000000001157",2,"EB_OS",2,"East",0,0,"",21111,0,0,0,0,0,0,0
2019-05-01 04:05:00,="000000001157",3,"WB_OS",1,"West",0,0,"",21111,0,0,0,0,0,0,0
2019-05-01 04:05:00,="000000001157",4,"WB_NS",1,"West",0,0,"",21111,0,0,0,0,0,0,0
2019-05-01 04:10:00,="000000001157",1,"EB_NS",2,"East",0,0,"",21111,0,0,0,0,0,0,0
2019-05-01 04:10:00,="000000001157",2,"EB_OS",2,"East",0,0,"",21111,0,0,0,0,0,0,0
2019-05-01 04:10:00,="000000001157",3,"WB_OS",1,"West",0,0,"",21111,0,0,0,0,0,0,0
2019-05-01 04:10:00,="000000001157",4,"WB_NS",1,"West",0,0,"",21111,0,0,0,0,0,0,0
2019-05-01 04:15:00,="000000001157",1,"EB_NS",2,"East",3,0,"",15000,0,0,3,0,0,0,0
2019-05-01 04:15:00,="000000001157",2,"EB_OS",2,"East",0,0,"",15000,0,0,0,0,0,0,0
2019-05-01 04:15:00,="000000001157",3,"WB_OS",1,"West",0,0,"",15000,0,0,0,0,0,0,0
2019-05-01 04:15:00,="000000001157",4,"WB_NS",1,"West",0,0,"",15000,0,0,0,0,0,0,0
2019-05-01 04:20:00,="000000001157",1,"EB_NS",2,"East",1,0,"",16389,0,0,1,0,0,0,0
2019-05-01 04:20:00,="000000001157",2,"EB_OS",2,"East",0,0,"",16389,0,0,0,0,0,0,0
2019-05-01 04:20:00,="000000001157",3,"WB_OS",1,"West",0,0,"",16389,0,0,0,0,0,0,0
2019-05-01 04:20:00,="000000001157",4,"WB_NS",1,"West",0,0,"",16389,0,0,0,0,0,0,0
2019-05-01 04:25:00,="000000001157",1,"EB_NS",2,"East",3,0,"",19907,0,0,3,0,0,0,0
2019-05-01 04:25:00,="000000001157",2,"EB_OS",2,"East",0,0,"",19907,0,0,0,0,0,0,0
2019-05-01 04:25:00,="000000001157",3,"WB_OS",1,"West",0,0,"",19907,0,0,0,0,0,0,0
2019-05-01 04:25:00,="000000001157",4,"WB_NS",1,"West",0,0,"",19907,0,0,0,0,0,0,0
2019-05-01 04:30:00,="000000001157",1,"EB_NS",2,"East",3,0,"",27963,667,0,1,0,1,1,0
2019-05-01 04:30:00,="000000001157",2,"EB_OS",2,"East",0,0,"",27963,0,0,0,0,0,0,0
2019-05-01 04:30:00,="000000001157",3,"WB_OS",1,"West",0,0,"",27963,0,0,0,0,0,0,0
2019-05-01 04:30:00,="000000001157",4,"WB_NS",1,"West",0,0,"",27963,0,0,0,0,0,0,0
2019-05-01 04:35:00,="000000001157",1,"EB_NS",2,"East",0,0,"",27963,0,0,0,0,0,0,0
2019-05-01 04:35:00,="000000001157",2,"EB_OS",2,"East",0,0,"",27963,0,0,0,0,0,0,0
2019-05-01 04:35:00,="000000001157",3,"WB_OS",1,"West",0,0,"",27963,0,0,0,0,0,0,0
2019-05-01 04:35:00,="000000001157",4,"WB_NS",1,"West",0,0,"",27963,0,0,0,0,0,0,0
2019-05-01 04:40:00,="000000001157",1,"EB_NS",2,"East",2,0,"",21528,500,0,1,0,1,0,0
2019-05-01 04:40:00,="000000001157",2,"EB_OS",2,"East",0,0,"",21528,0,0,0,0,0,0,0
2019-05-01 04:40:00,="000000001157",3,"WB_OS",1,"West",0,0,"",21528,0,0,0,0,0,0,0
2019-05-01 04:40:00,="000000001157",4,"WB_NS",1,"West",0,0,"",21528,0,0,0,0,0,0,0
2019-05-01 04:45:00,="000000001157",1,"EB_NS",2,"East",0,0,"",21528,0,0,0,0,0,0,0
2019-05-01 04:45:00,="000000001157",2,"EB_OS",2,"East",0,0,"",21528,0,0,0,0,0,0,0
2019-05-01 04:45:00,="000000001157",3,"WB_OS",1,"West",0,0,"",21528,0,0,0,0,0,0,0
2019-05-01 04:45:00,="000000001157",4,"WB_NS",1,"West",0,0,"",21528,0,0,0,0,0,0,0
2019-05-01 04:50:00,="000000001157",1,"EB_NS",2,"East",2,0,"",20139,1000,0,0,0,2,0,0
2019-05-01 04:50:00,="000000001157",2,"EB_OS",2,"East",0,0,"",20139,0,0,0,0,0,0,0
2019-05-01 04:50:00,="000000001157",3,"WB_OS",1,"West",0,0,"",20139,0,0,0,0,0,0,0
2019-05-01 04:50:00,="000000001157",4,"WB_NS",1,"West",0,0,"",20139,0,0,0,0,0,0,0
2019-05-01 04:55:00,="000000001157",1,"EB_NS",2,"East",3,0,"",24167,333,0,2,0,1,0,0
2019-05-01 04:55:00,="000000001157",2,"EB_OS",2,"East",0,0,"",24167,0,0,0,0,0,0,0
2019-05-01 04:55:00,="000000001157",3,"WB_OS",1,"West",0,0,"",24167,0,0,0,0,0,0,0
2019-05-01 04:55:00,="000000001157",4,"WB_NS",1,"West",0,0,"",24167,0,0,0,0,0,0,0
2019-05-01 05:00:00,="000000001157",1,"EB_NS",2,"East",3,0,"",18889,0,0,3,0,0,0,0
2019-05-01 05:00:00,="000000001157",2,"EB_OS",2,"East",0,0,"",18889,0,0,0,0,0,0,0
2019-05-01 05:00:00,="000000001157",3,"WB_OS",1,"West",0,0,"",18889,0,0,0,0,0,0,0
2019-05-01 05:00:00,="000000001157",4,"WB_NS",1,"West",0,0,"",18889,0,0,0,0,0,0,0
2019-05-01 05:05:00,="000000001157",1,"EB_NS",2,"East",3,0,"",19167,333,0,2,0,1,0,0
2019-05-01 05:05:00,="000000001157",2,"EB_OS",2,"East",0,0,"",19167,0,0,0,0,0,0,0
